business_id,Sandwiches,Bars,Chinese,Dessert,Italian,Cafes,Mediterranean,Japanese,French,Food Trucks,Non-American,American,Non-White,Asian,Latin American,Thai,Brunch,Pizza,Korean,European
I9-Ei8_KYtMjbixNJSCvwA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yfuoL_w76WFVHcGJbw0IIg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AAcw9y30cRuMo0oa8UBiIw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YUZVBdGmagwXV-yOhR-1GQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OIL-eZX8d10jgWPLW-E7zA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PSlOtPIo28BvWOzdLmRRRQ,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
wan0X-oHpLgGTPXqaICZCw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QnyzlVMyx0Exri-Lay10cA,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
81sqVj0xHyJXGYT0ip5fmQ,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
m61vZsAxmTEq3uiCjFjM8Q,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93UCt9OgWYmypZCpXtUu8g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
za5fND9-pXyVSk5rM28MsQ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORTRrw3ClZ0Ld0LgY1H_5g,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9aw0t0rlACKkMaxsX0KlKA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5Udv4CASAXB2eH66TefWPQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Igiyhi82R8_QaaPplRmCw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cex2R008tMFg8R5fAtf77w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
n7G2XFGvmS3duDJ4AzjKiQ,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
8tBfgYCI6Fz9xrSYCYCYXA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Tb7hQ37UFA2QFaMwjFieQw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
qemCNgjeYGcFsRwxW9x4xw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
iudRNo5Q8W7firUBYJEqQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2X5G4Ujq0s4Wfn4TC7gX0g,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XQ7elqSFIRogvqpiTZz-Wg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JL5B_s1EoN4zIru4JSw4Qg,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
IafkUjO5CiXAu9LfB4_Sgg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OS1fGOcx_Erie5gujWIFNQ,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
DzOPHyrG2XuVqKEvHCnN7w,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nqRNOug4OMrYTTZg-qLxXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K8Ebs8G1rwc3DBdznHvDxg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
h3la53L9-OX_HlfeAySh0Q,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1vQLTKwmcmZXtNzfKEvMmA,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
hhNlQWaKqGbMPoeZHoL-IQ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
GEw1pLdbMlJecvQkKBIgSw,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
SgQYRICpMdWCmY7wM2Cmcw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
m0QsJDntW1MrWCxBVFwuAg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uwiD9jxs09xxXG0by_xKuA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mrbfnIXD5U4pMxuZgKedOw,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
sNmQJQWEVGheCnw5Tf4Phg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jrSGpWnVJy8jqgN6XSC7Nw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EtnMSBRlMQWrdTla-jz9RA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KZXtzoI84iI1CEcAnD7OPA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
zpNGtjBlIkDq_PLGSCPlAg,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ZS7-I04iDm4oRP_GJsJqrA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FtjvnLhh51ZBYEpKAARaFQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
z4cCguoHdU48pj6sXMIzqg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sbTF0cLKZH6_BP8BLARVDg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
OxIeMVcop5oxBUWANi-1Rw,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imzKM9-mgN1Yk_RIXx3IgA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
IEHaU93HpEbdUO4z4bKzDw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NeUf9FyCCIN4MEseNyqkXQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JcP-IIrZkW_Yyv4a0yLRCw,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
4LcFKTr6Ah87VcxW2z5e6w,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
buVALudg30kgkDusqB3yJw,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
wHi8ODv7TGmeUB02XoX-mA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WXpi9z1bqF9raZSW8z70Ow,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
j7kgLc4Uys_sb-H7_Velcg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DhDNNHZtaBxYNSqJz64ixg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PxP19Rb88OQKiSMl2oWNsg,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9mwShpTgZofOujt4JfyGmw,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
90Fqfzd8zD9AuuNBSv9lAg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pfS0Bd-sXZyMNr73kJPeaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEzIorUdFjqCuxbRxKPghA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pvGT62T6Ci1LKOS9DL42pg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OT3yVpDrDVITDCIYox8d9A,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8AskFIgGxqNb8RbcDCAfmA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
A2XkbJ07hrR80t0EFgLikQ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L5387MoRyx9orlRyYfCSPA,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
dHDi4wCcjsOR6vcZ8oOIoA,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
41CXLCeB8z2oNdIOvnrzIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OhwF2JDqlYMZl5Rp3WRBog,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
l2gPB9mqiHSbpwSUa7zrjg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
gfpl_GyyY5uj6zJnIdzImQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l-OmDgEd4QkZpyXVpkp2yA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0FgwBx7pgmNdUtsd_T8UYQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SzHTdZR3yY1WBYUxkVxmUQ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
xgcZN3F2f9LxLASQK_xzhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_aGVicux2dJm9sqzLSCJtg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uUorjstNslr3gkIsVGtQAg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GSiHJG8LqTn5ZQAY1r9q9w,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0Lsd35rHY6UtPFHjjxJ1LA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bza-l75OiKcMRmTYILpyfQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-TSFapUMwdyyxoi2egkOhw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1E53rS8afK2jiLod8Jwy7A,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
j0uzPYXgu-hmkvuGnj-B1w,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AH1PrZQDIdjpKgy1z8XxUg,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
XmdTkxKyJd7TuDLoiic1kg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HDTv_rnmSL8AQ04_zTWARA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nBl_NeArpL08MpoghDiA_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
J011r7mUV1QhgLJ7GkrtMw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-KQ283hJkBO12u8XOrlCcQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SvoJ3Y3uqDfB4iGUaWXh8Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6xEl2PDJulIp1PfWqa7-aA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GQloL8yRHymE0SGZq-B0zQ,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Lm_mR5xDF91OeZw97ch41g,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
aj4XHn7jZ48euP4g8ape-Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-v31BEquLxeVPgvFHburUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9dRhseYpES0LO0iNDLHtrg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
KnlNwiIELDWAR686Bk2WJg,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
XzaJf6WzpU7RsXTXzx72Xg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PTS4MxQel-xzj5qWxVn3LQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IvgKdlte_JNdd17XRxkOrg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bDK_jzy3Shx7jfn8_plNoA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PhIGoo9g6GBrqgH_6yZXXQ,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
uBW3PIKqc-_eyG1_vdJn1w,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
DsxLIr-b6WlDn9YNsVBu_A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FD6OocZdFUfE2J5H0WN4fA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LN3OCT1xOedbf65xKzFSNw,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
tQpYnf3P3Q_OQLYYJvlV-A,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KH6stvNdq_aV0HvKw8P5yA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nUISXnW2Jo9ovnoFBIUY_Q,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
dxCqGkhtXq-9fYEsX7Mf6Q,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
--UE_y6auTgq3FXlvUMkbw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YTqSkgOiiI9HG3hNH7ovfg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
vgXE1I7c9ElcfYyZfQiN1Q,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-Nanlb7SYXObqQ6dZ49UOg,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3zgswf_NfBJpeAoWeTkgMA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uOwuJJhGaiAzuaDY7-o14g,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7XXmky6YYjsvKFwho_eavg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
o_wRqOpli9kyZGXlJtLLdA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5MChfa-jZfMo3vBpolkSbw,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YDCxBTJmF-lLCk1Qx8vDfg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sxeuOMBRllOHXJTaUlI9kQ,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
ptmsW2SSeFD2I6vspJs0lQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
r8jeeS3k_diihMDSu9IjlA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
cH8I7JgPXcrcutT1a3YrjQ,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
dQjaHoo89bLymdMm4S5_1g,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UjJMQguryo1jypomvOCZgg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
dpRsK3JyaD3GKorVWzQUmA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
aIzx9R8MN9VgSSJt1jy5TA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
